surface_m2,pieces,age_annees,revenu_median,distance_centre_km,prix
102.5,5.0,22,4.483,2.18,5.055
149.8,7.0,38,1.911,8.19,5.321
152.9,7.0,68,3.333,1.71,7.187
114.0,7.0,17,1.52,12.86,3.984
98.9,4.0,51,3.374,0.33,4.355
77.6,3.0,5,0.993,4.1,3.038
59.2,2.0,16,6.979,8.55,4.456
129.6,7.0,61,2.551,7.74,5.22
120.4,7.0,51,0.773,6.62,3.879
136.3,6.0,55,1.968,2.6,5.017
88.8,4.0,20,1.833,7.5,3.162
199.5,9.0,18,2.024,14.5,7.313
124.1,6.0,38,2.307,10.79,4.603
101.2,4.0,11,2.017,4.56,3.739
50.2,1.0,79,1.883,6.51,1.822
92.1,6.0,24,1.614,0.53,4.111
138.6,7.0,64,3.935,5.9,6.36
170.1,8.0,14,4.667,0.35,7.917
106.7,5.0,58,2.424,2.94,4.455
180.3,9.0,18,2.697,13.59,6.964
75.6,2.0,25,1.637,3.58,2.577
121.7,5.0,37,2.807,7.0,5.256
122.9,6.0,11,3.015,4.17,5.475
130.0,4.0,11,2.463,3.55,4.845
111.7,5.0,67,3.249,13.97,3.919
119.4,5.0,31,3.123,19.34,4.267
75.0,3.0,51,1.692,3.26,2.78
164.0,7.0,58,4.65,2.35,7.744
144.5,6.0,56,2.476,2.42,5.698
117.7,4.0,56,5.778,5.54,6.162
145.7,7.0,87,3.284,10.77,5.397
166.0,7.0,56,6.599,11.08,7.891
129.3,5.0,31,4.613,2.73,6.727
207.7,9.0,25,3.011,0.27,8.499
133.1,6.0,72,1.963,2.46,4.967
78.9,3.0,37,1.982,10.27,2.552
115.7,4.0,50,3.455,7.96,4.82
147.7,7.0,73,2.899,13.54,5.965
166.0,7.0,21,2.085,26.97,4.58
112.5,5.0,20,3.955,1.59,5.563
76.8,3.0,4,2.766,3.75,3.069
98.2,4.0,6,3.965,8.51,4.532
65.8,4.0,55,1.752,11.32,2.435
137.9,7.0,45,4.262,7.31,5.724
91.7,5.0,26,3.406,13.41,3.821
83.0,4.0,19,4.659,1.31,5.014
142.7,7.0,62,4.22,0.78,6.772
179.0,7.0,7,2.616,1.94,7.361
82.9,4.0,63,2.523,14.08,2.663
112.8,5.0,81,6.064,2.21,6.357
99.6,5.0,40,2.385,3.79,4.063
168.8,7.0,44,3.807,42.41,5.148
103.5,5.0,48,2.29,12.8,2.966
74.4,4.0,8,1.176,2.06,2.985
105.2,6.0,56,1.565,0.74,4.346
155.8,7.0,32,3.263,4.13,7.079
97.6,5.0,42,3.727,18.71,3.944
85.8,3.0,2,3.268,1.74,4.357
101.9,4.0,78,4.553,2.95,5.228
75.2,2.0,30,3.242,4.53,4.002
99.5,5.0,6,1.918,8.11,3.805
87.9,4.0,70,3.552,8.07,3.461
222.3,9.0,88,2.934,23.41,6.754
53.6,2.0,46,2.098,1.3,2.764
78.8,3.0,3,3.362,25.73,2.758
85.7,4.0,89,2.817,1.57,3.78
75.4,4.0,18,2.07,3.69,3.175
122.1,7.0,21,2.509,2.08,5.486
82.4,4.0,63,5.135,7.8,4.616
63.5,3.0,29,5.06,1.44,4.508
109.3,6.0,7,2.958,6.67,4.515
95.7,4.0,61,2.789,6.92,3.328
83.7,4.0,23,1.426,2.54,3.068
167.3,8.0,77,5.893,8.04,7.367
123.5,5.0,13,4.333,2.14,5.584
118.7,5.0,81,3.813,2.41,5.958
124.5,5.0,65,0.977,9.43,3.155
122.3,6.0,21,2.769,0.72,5.671
97.3,5.0,52,2.567,1.59,4.689
82.7,5.0,84,3.696,6.69,4.351
110.1,4.0,5,2.219,1.29,4.782
96.7,6.0,73,2.449,7.69,4.433
53.4,1.0,41,3.592,5.48,3.47
73.2,2.0,85,1.919,19.43,1.688
92.6,4.0,18,2.099,22.5,2.938
143.8,7.0,64,2.965,7.03,6.258
110.3,5.0,87,4.965,8.19,5.002
77.8,3.0,30,3.911,34.2,2.196
71.2,3.0,9,4.41,1.85,4.113
154.8,6.0,35,2.797,1.17,6.573
98.9,5.0,53,5.327,8.43,4.581
38.3,2.0,56,1.242,1.74,2.122
101.0,6.0,43,6.753,2.78,6.638
132.8,6.0,83,7.158,17.4,6.756
70.4,1.0,52,3.338,13.24,1.906
107.4,4.0,57,3.953,5.52,4.559
110.9,5.0,86,2.672,5.51,4.977
71.8,3.0,84,2.474,12.46,2.482
159.9,7.0,30,2.065,3.58,5.627
111.6,4.0,25,2.659,3.88,4.768
92.4,5.0,67,3.491,4.41,4.649
99.1,5.0,47,3.284,16.55,4.055
67.4,3.0,40,6.646,2.43,5.013
66.5,3.0,62,2.844,15.78,2.837
89.5,4.0,59,1.391,12.49,2.561
91.4,3.0,82,5.697,4.95,5.23
96.9,4.0,32,1.569,5.89,3.658
165.0,6.0,67,2.113,24.58,4.833
130.3,5.0,20,3.072,0.96,5.621
56.0,2.0,84,3.28,4.54,2.669
153.5,9.0,7,1.418,10.86,5.655
89.3,3.0,67,1.943,10.48,2.914
134.7,5.0,9,1.396,3.86,5.258
91.7,4.0,79,3.596,0.04,4.343
109.1,6.0,86,4.63,21.85,4.971
69.0,3.0,73,1.569,17.12,1.613
117.4,6.0,70,4.255,3.55,5.985
140.1,6.0,43,4.132,2.05,6.824
59.3,2.0,22,2.021,2.72,2.737
140.9,6.0,88,1.114,5.32,4.803
82.5,3.0,47,1.679,2.07,3.025
184.2,9.0,73,2.08,4.88,6.776
135.6,5.0,64,5.44,1.21,6.863
127.3,6.0,63,2.577,0.54,5.399
99.3,5.0,31,1.728,2.65,4.487
238.1,9.0,38,2.905,0.95,9.161
89.5,3.0,39,1.518,2.89,3.26
73.8,3.0,54,3.426,16.14,2.348
83.5,5.0,64,1.751,3.9,3.628
149.0,7.0,17,1.869,12.73,5.514
108.4,5.0,20,3.219,1.55,5.47
103.0,4.0,4,5.975,17.03,5.583
89.9,4.0,47,7.308,18.07,5.471
101.2,4.0,60,1.702,3.97,4.094
87.9,4.0,18,2.078,0.18,4.182
131.5,6.0,64,3.428,9.14,5.67
96.1,5.0,0,4.6,2.82,4.74
84.0,3.0,77,1.027,2.88,2.477
144.5,6.0,62,2.827,24.89,4.145
74.5,4.0,61,2.183,0.49,3.87
108.9,5.0,63,1.144,7.12,3.429
53.3,2.0,32,1.489,6.94,1.747
64.7,4.0,89,2.105,2.51,2.865
92.6,4.0,67,2.791,2.91,3.637
87.3,5.0,16,4.279,0.26,5.199
87.3,3.0,83,3.188,2.27,3.199
136.0,7.0,66,4.164,1.36,6.036
138.8,7.0,27,2.751,1.19,6.132
116.1,5.0,85,1.979,1.12,4.133
73.2,2.0,22,2.503,1.2,3.858
100.9,3.0,58,3.717,1.8,4.737
193.9,8.0,60,4.326,2.96,8.702
228.8,9.0,86,2.543,2.82,8.7
145.0,6.0,51,1.789,11.05,5.006
74.2,3.0,89,3.161,3.47,3.095
101.2,4.0,25,3.371,4.05,5.016
113.5,5.0,72,4.734,14.42,5.137
107.7,4.0,22,2.003,1.28,5.178
150.5,7.0,89,2.013,2.59,6.038
133.9,6.0,68,3.82,0.43,6.019
72.9,2.0,56,2.263,0.81,3.273
84.7,3.0,5,2.22,1.21,3.955
144.8,6.0,44,4.78,24.99,5.947
167.0,7.0,12,1.467,7.53,6.473
114.0,6.0,82,6.857,2.06,6.717
174.6,8.0,34,2.063,3.54,6.352
109.6,3.0,74,4.015,0.12,4.503
77.0,3.0,81,2.588,19.18,1.962
129.7,7.0,9,3.071,17.51,4.818
267.7,9.0,68,2.415,10.78,9.807
67.5,4.0,27,3.997,0.11,4.722
172.1,7.0,9,2.325,2.9,7.176
127.1,6.0,23,2.1,9.23,5.263
83.0,4.0,49,6.147,7.85,4.823
53.7,3.0,76,2.754,0.62,2.339
47.4,1.0,62,2.006,1.87,1.733
87.2,3.0,20,1.39,0.25,2.795
120.0,6.0,26,6.293,37.97,4.379
141.1,6.0,27,2.12,13.19,4.83
152.6,8.0,66,6.875,21.42,7.141
116.3,5.0,46,3.253,0.72,5.373
110.2,5.0,2,2.899,16.67,3.96
93.7,3.0,6,2.934,7.35,4.225
121.0,5.0,6,7.368,25.52,5.755
83.5,3.0,86,1.014,2.9,2.805
68.7,3.0,45,2.994,15.28,2.283
107.8,5.0,44,2.412,11.21,4.453
137.3,7.0,68,2.47,17.06,4.781
64.0,3.0,17,2.907,9.25,3.203
87.2,3.0,2,2.411,8.09,3.143
106.5,5.0,24,2.958,7.68,4.63
105.7,4.0,18,2.69,4.85,4.699
125.9,6.0,71,1.505,11.39,3.493
191.8,9.0,73,3.227,2.65,8.244
47.6,2.0,57,3.752,11.55,1.997
195.1,9.0,81,2.13,3.07,7.456
188.6,9.0,41,6.3,23.4,8.63
141.9,5.0,21,4.958,17.49,6.289
113.3,4.0,29,3.974,1.77,4.923
84.0,5.0,12,3.952,6.84,4.378
141.3,6.0,81,2.755,1.38,6.224
115.3,4.0,54,4.543,6.83,5.071
94.4,5.0,69,5.512,0.99,5.449
140.0,6.0,25,3.91,1.09,6.378
148.6,6.0,64,2.103,20.31,4.849
39.9,1.0,29,2.67,2.57,1.711
166.5,8.0,40,3.519,2.96,7.421
80.9,2.0,58,3.963,11.42,3.315
158.7,7.0,88,2.625,0.84,6.375
94.9,4.0,50,2.106,6.0,3.638
113.4,6.0,63,5.545,5.72,6.231
121.0,6.0,53,1.678,0.57,4.852
154.0,6.0,38,1.78,11.3,5.814
134.9,7.0,83,1.496,13.28,4.778
93.8,3.0,86,1.778,4.71,3.07
49.4,2.0,27,4.765,10.09,3.631
125.4,6.0,80,4.837,17.57,5.397
111.8,4.0,40,2.629,11.03,4.253
67.3,4.0,66,3.399,9.91,3.465
116.3,5.0,46,2.705,2.41,4.615
106.0,5.0,69,1.59,5.9,3.383
165.9,6.0,78,7.375,4.98,8.415
200.1,9.0,38,5.046,1.61,8.894
147.2,6.0,63,3.188,5.77,6.7
103.9,6.0,45,1.849,4.27,3.966
109.3,5.0,71,2.457,5.33,4.395
80.0,5.0,17,1.991,1.84,3.784
85.0,4.0,65,2.84,16.77,3.474
101.8,5.0,53,3.125,18.59,3.386
98.2,5.0,40,2.331,14.43,3.005
66.0,4.0,33,1.413,0.92,3.397
166.6,8.0,63,7.095,8.75,8.401
175.1,6.0,31,3.025,1.59,7.399
164.6,7.0,2,3.338,1.17,7.502
177.4,9.0,85,2.248,13.2,6.64
222.1,9.0,40,1.346,0.97,7.998
80.5,4.0,14,2.618,2.25,3.654
218.4,9.0,20,2.35,0.59,7.874
93.6,4.0,74,3.741,17.39,3.284
132.0,5.0,29,4.087,3.54,6.092
60.8,2.0,25,3.835,20.5,2.216
89.5,6.0,43,4.241,7.29,4.305
148.8,6.0,2,6.121,7.52,7.495
134.2,6.0,50,3.24,9.89,5.881
93.0,4.0,3,4.458,3.5,5.034
109.3,6.0,75,3.395,23.35,3.43
86.3,4.0,38,1.156,6.42,3.498
148.6,6.0,19,2.536,6.96,5.555
170.7,9.0,40,1.84,0.91,7.331
80.6,4.0,15,3.017,33.05,2.12
105.5,4.0,28,1.904,3.39,4.222
65.1,2.0,11,3.57,1.57,4.209
115.1,6.0,60,4.227,5.97,5.005
127.1,6.0,87,4.672,10.59,5.285
118.4,4.0,43,5.633,1.45,6.194
123.6,4.0,8,1.279,15.92,3.727
101.6,4.0,6,1.585,6.63,4.745
102.5,4.0,74,10.15,20.82,6.266
100.8,3.0,31,4.281,0.73,4.687
88.6,3.0,26,3.007,10.6,3.304
92.3,4.0,9,2.758,3.28,4.34
125.1,5.0,59,2.65,22.55,4.127
166.6,9.0,5,1.139,5.76,5.979
75.8,3.0,81,1.92,6.16,2.812
102.3,5.0,18,2.585,6.69,5.041
70.5,4.0,6,1.97,10.14,2.861
89.2,4.0,63,2.089,9.52,3.384
94.2,5.0,31,8.597,7.09,7.407
112.3,5.0,62,2.427,2.49,4.42
111.2,5.0,3,3.081,10.86,4.392
105.1,7.0,77,3.032,2.32,4.747
121.5,6.0,27,3.544,16.58,4.673
78.2,3.0,68,2.193,7.12,2.358
112.6,5.0,84,4.764,1.17,5.765
135.6,6.0,48,3.319,15.41,5.241
77.9,4.0,30,1.523,14.13,2.47
57.1,2.0,28,2.59,1.86,2.981
148.2,6.0,61,2.516,4.53,5.872
71.2,3.0,0,2.464,8.63,2.628
87.7,5.0,13,3.418,18.83,3.688
134.2,6.0,58,3.617,13.16,5.548
76.6,4.0,2,3.43,54.56,0.481
144.5,7.0,26,3.166,3.62,6.791
83.4,4.0,58,2.825,19.1,2.442
80.0,3.0,22,1.032,1.97,2.619
70.6,4.0,83,3.858,3.98,3.834
83.6,5.0,87,3.386,3.23,4.279
127.9,6.0,3,1.745,0.66,5.563
87.7,4.0,15,3.084,4.74,4.351
148.4,8.0,81,3.639,12.39,5.8
106.6,5.0,2,4.605,7.32,5.461
109.8,5.0,43,3.42,9.8,4.562
79.2,4.0,85,3.142,13.34,3.189
156.2,7.0,52,4.162,2.97,7.037
136.0,6.0,27,2.368,11.86,4.869
134.6,6.0,0,3.272,16.06,5.146
99.6,5.0,35,2.055,22.63,2.368
67.8,4.0,48,4.48,2.01,4.506
111.8,6.0,7,1.317,16.25,3.768
126.0,5.0,47,3.926,21.86,3.84
126.5,6.0,36,2.74,7.73,5.417
120.6,6.0,29,4.197,6.85,5.681
118.9,6.0,87,1.913,1.82,4.363
83.3,3.0,80,2.831,10.18,2.842
84.6,4.0,62,2.793,10.97,3.128
70.8,3.0,53,3.304,3.87,3.201
149.0,7.0,42,1.697,12.53,4.875
196.7,8.0,6,3.619,5.55,8.727
265.7,9.0,27,1.185,5.82,9.257
114.4,5.0,0,2.013,7.08,5.227
119.0,6.0,32,1.346,3.31,4.648
101.0,5.0,42,3.946,15.05,4.537
113.8,5.0,55,3.255,1.04,4.889
76.5,4.0,31,3.337,4.88,3.801
100.3,4.0,22,5.275,4.09,5.501
80.2,4.0,63,2.358,19.56,2.738
95.9,5.0,13,3.576,17.13,3.99
82.4,5.0,11,2.8,0.35,4.391
126.1,6.0,62,2.615,1.71,5.438
131.5,6.0,52,4.894,18.72,5.431
117.7,5.0,78,6.937,2.32,6.66
84.7,4.0,66,2.239,0.93,3.476
69.2,3.0,81,3.956,1.74,4.167
132.0,7.0,59,3.138,17.38,4.829
106.4,5.0,75,3.155,1.52,4.936
56.3,2.0,15,3.038,6.12,2.816
111.5,6.0,47,2.34,1.3,5.223
119.3,5.0,85,0.542,4.15,3.138
61.9,2.0,70,5.423,17.78,3.298
126.8,5.0,36,1.988,18.55,3.603
64.9,4.0,83,2.438,1.48,3.24
81.7,5.0,28,2.462,1.47,3.908
65.1,4.0,2,1.91,4.05,2.523
78.9,5.0,71,3.029,4.36,3.903
69.4,4.0,37,2.665,8.65,3.173
148.7,7.0,3,1.969,6.39,5.71
97.8,5.0,18,2.907,0.02,4.733
90.9,5.0,6,2.678,28.4,2.861
153.7,8.0,89,4.127,3.12,7.297
150.9,6.0,76,1.487,1.85,5.39
93.3,5.0,83,1.892,1.4,4.19
117.0,6.0,16,3.767,5.71,5.504
86.9,4.0,72,2.038,3.44,3.963
102.8,4.0,50,1.81,2.01,3.976
73.4,4.0,26,2.084,15.19,2.371
122.8,5.0,60,2.598,3.5,4.618
155.9,6.0,85,2.602,0.67,6.174
146.0,7.0,41,2.473,13.36,5.09
108.1,5.0,2,1.711,4.81,4.807
54.7,2.0,75,3.849,3.91,2.774
85.6,3.0,16,4.937,7.48,4.394
102.8,6.0,16,1.151,0.28,4.444
66.6,4.0,55,1.351,0.3,3.262
63.0,3.0,71,4.269,6.19,3.77
171.1,7.0,71,5.509,10.97,7.881
140.0,6.0,78,1.043,0.26,5.033
126.0,6.0,79,3.923,2.25,5.792
134.3,6.0,11,5.681,17.39,6.923
70.2,3.0,27,1.844,17.01,2.758
78.0,4.0,64,5.534,8.52,4.794
114.6,6.0,35,2.509,9.25,4.978
117.6,5.0,64,3.132,30.27,3.766
65.3,3.0,40,1.967,1.41,2.538
111.8,4.0,40,4.265,7.64,5.121
103.4,6.0,2,3.957,7.04,5.696
144.4,6.0,54,5.907,2.04,7.623
117.8,5.0,77,5.198,6.91,5.729
178.3,8.0,73,2.707,9.85,7.171
93.5,4.0,30,11.01,1.67,8.149
71.7,3.0,60,4.992,1.48,4.692
176.5,8.0,17,3.467,20.5,6.649
119.9,5.0,57,1.735,2.23,4.806
103.6,5.0,36,1.365,6.08,4.029
79.0,2.0,83,1.419,0.9,3.317
93.9,5.0,63,1.786,4.96,4.171
92.2,5.0,6,5.052,9.22,4.905
70.6,4.0,78,3.384,1.47,3.847
49.7,1.0,65,2.063,0.88,2.672
91.5,4.0,19,2.557,10.08,3.649
135.5,7.0,25,2.421,12.64,4.678
160.6,9.0,15,3.896,7.62,6.816
146.4,7.0,27,1.83,20.38,4.43
149.4,8.0,84,3.182,5.79,6.029
73.3,4.0,81,3.111,8.78,2.967
115.3,5.0,49,1.855,2.49,4.908
126.4,6.0,32,5.554,1.77,6.679
129.1,5.0,32,2.38,12.13,5.131
102.8,4.0,86,1.739,3.94,3.372
110.5,4.0,17,3.99,1.09,5.334
201.9,9.0,68,2.786,3.15,7.967
144.8,7.0,89,3.267,3.71,6.36
124.8,6.0,76,1.595,9.67,4.698
132.7,6.0,64,3.918,19.72,4.836
90.1,3.0,80,7.225,0.89,6.289
130.3,5.0,19,1.54,31.95,2.62
110.0,5.0,88,3.188,26.34,3.708
139.7,5.0,8,1.909,3.67,4.928
83.3,3.0,1,9.119,12.64,6.355
135.7,5.0,17,4.749,6.51,6.745
94.3,5.0,54,3.086,1.78,4.805
136.0,7.0,22,1.564,4.29,4.704
115.5,4.0,57,1.744,1.27,4.27
107.3,5.0,9,3.803,4.53,5.474
96.0,6.0,62,1.472,5.95,3.899
103.8,4.0,20,1.493,0.35,4.261
91.6,4.0,47,2.729,18.65,2.378
95.3,4.0,10,2.886,4.92,4.724
123.6,6.0,87,3.225,7.18,5.584
59.1,3.0,33,2.23,8.67,2.542
135.3,6.0,54,4.113,15.28,5.577
136.1,6.0,43,1.844,3.45,5.43
97.0,4.0,53,3.604,14.85,4.419
111.5,5.0,40,2.993,3.61,5.003
76.3,3.0,6,3.562,10.76,3.515
120.9,6.0,74,4.627,0.59,6.232
79.4,4.0,57,2.215,14.53,2.753
40.4,1.0,22,2.019,5.61,1.816
158.4,7.0,7,1.272,1.48,5.429
73.5,3.0,79,1.096,30.01,1.126
103.0,4.0,29,2.511,7.65,4.535
112.9,4.0,81,2.59,4.37,4.804
123.5,5.0,68,1.667,4.44,4.851
106.1,5.0,86,1.837,2.37,4.104
116.3,4.0,59,5.395,3.83,5.982
96.2,4.0,16,4.031,3.98,5.294
62.4,4.0,3,1.541,0.52,3.306
104.7,5.0,22,2.228,8.98,4.637
129.3,6.0,39,3.263,0.19,5.666
75.0,2.0,56,2.051,2.86,2.779
113.3,6.0,80,1.889,6.9,4.119
191.3,9.0,12,2.334,15.03,6.589
102.4,5.0,57,4.441,1.8,4.872
104.2,6.0,7,4.626,11.0,5.403
60.8,2.0,43,1.952,16.27,1.935
72.1,1.0,6,3.344,19.3,2.693
79.6,3.0,33,2.71,29.85,2.17
127.6,6.0,54,1.727,1.18,4.526
76.6,4.0,66,2.378,0.08,3.412
54.4,2.0,72,1.539,22.36,0.833
120.1,4.0,47,4.588,2.95,5.798
82.0,3.0,23,5.466,38.89,2.343
61.6,2.0,82,2.26,9.82,1.862
132.9,6.0,84,2.03,25.57,3.599
92.6,4.0,87,4.369,7.13,4.818
123.9,5.0,71,4.699,17.02,5.217
60.9,2.0,70,1.646,3.45,2.678
48.2,2.0,6,2.543,9.1,2.219
109.7,5.0,51,2.647,10.81,4.23
71.3,3.0,36,1.922,0.2,3.383
109.2,5.0,23,3.234,2.3,5.039
110.0,5.0,6,1.984,31.42,2.664
105.3,4.0,19,2.132,14.74,3.116
148.9,6.0,82,2.597,3.63,5.602
250.3,9.0,81,1.391,1.92,9.068
119.3,7.0,66,1.077,0.55,5.049
191.2,8.0,9,4.109,7.41,7.794
59.6,2.0,61,1.948,0.16,2.044
93.4,4.0,11,7.104,0.04,6.757
67.0,3.0,61,6.602,12.16,4.392
83.8,5.0,3,2.164,2.32,3.465
95.3,4.0,25,7.788,1.25,5.579
197.2,9.0,11,4.145,2.86,8.31
107.3,5.0,84,2.033,2.57,4.082
150.9,8.0,51,0.851,2.66,5.104
90.8,5.0,83,3.705,0.56,4.869
87.2,4.0,1,2.757,0.96,3.99
60.1,3.0,66,3.301,4.57,3.115
194.8,9.0,43,2.452,4.59,8.412
168.6,8.0,42,1.625,2.79,6.455
113.7,5.0,78,2.243,25.4,3.144
97.1,5.0,4,3.736,23.64,3.728
108.7,5.0,84,2.318,1.56,4.708
66.2,3.0,2,2.311,16.8,2.56
123.8,5.0,32,1.372,15.8,3.504
163.5,7.0,12,2.832,11.08,6.163
166.5,6.0,47,1.648,18.05,4.952
60.9,2.0,53,4.11,5.16,3.296
150.4,6.0,57,1.954,5.82,6.174
66.3,3.0,71,2.38,15.25,2.437
49.2,4.0,67,7.198,11.43,4.214
152.5,7.0,85,2.368,2.36,6.433
88.4,5.0,40,2.229,0.63,4.123
144.8,7.0,15,3.538,2.24,6.008
140.2,7.0,14,1.217,0.2,6.108
133.9,7.0,24,4.772,6.36,6.474
108.2,4.0,54,4.252,7.5,4.185
68.6,3.0,4,3.442,10.58,2.757
95.3,5.0,85,0.595,1.97,3.664
167.5,8.0,89,2.419,18.49,5.055
146.1,7.0,14,1.533,19.12,5.182
97.0,4.0,70,4.508,3.85,4.936
96.6,4.0,53,4.365,20.69,4.139
129.8,7.0,43,3.237,7.33,5.489
110.9,4.0,66,1.582,17.2,3.406
98.7,5.0,51,5.325,14.18,5.013
126.0,6.0,29,2.416,0.05,5.455
124.6,5.0,50,6.125,5.69,6.179
84.6,3.0,12,3.063,3.93,4.117
118.4,5.0,22,3.415,2.01,4.844
122.0,6.0,87,2.21,0.84,5.301
105.4,5.0,16,5.12,27.91,4.398
81.6,4.0,53,3.574,6.07,4.122
94.3,3.0,26,5.203,3.08,4.327
76.2,5.0,41,2.944,16.43,2.667
119.5,5.0,22,2.661,1.25,5.042
61.0,3.0,51,3.553,25.25,2.306
173.8,8.0,50,5.203,3.47,7.778
160.7,7.0,55,4.295,0.32,8.247
123.0,7.0,27,2.893,1.7,5.528
143.1,5.0,52,1.179,1.19,4.787
139.7,7.0,65,3.914,23.93,5.031
111.5,4.0,64,1.423,14.48,3.007
99.6,4.0,51,2.761,2.05,3.97
95.8,4.0,26,2.58,2.24,4.632
176.2,7.0,47,1.436,17.38,5.721
80.6,4.0,48,3.214,0.44,4.308
81.1,2.0,85,7.167,6.53,5.614
147.5,6.0,33,2.362,7.4,5.803
142.6,6.0,29,3.837,0.05,6.231
97.7,3.0,67,7.846,8.83,6.271
127.5,7.0,57,4.008,0.24,5.831
133.3,6.0,38,2.034,11.18,4.644
67.6,3.0,0,3.024,5.23,3.418
164.5,7.0,63,3.375,3.95,6.753
133.3,6.0,66,5.182,4.53,5.887
123.7,7.0,83,4.694,20.43,4.768
133.6,8.0,45,0.782,3.05,4.95
118.6,6.0,46,1.849,0.39,4.69
103.4,5.0,18,2.634,44.31,2.551
53.6,4.0,41,1.721,0.75,3.109
111.8,5.0,0,0.514,1.79,3.687
65.6,4.0,45,1.961,1.51,3.082
201.5,9.0,63,2.714,6.99,8.229
102.8,5.0,70,2.146,2.17,4.193
200.2,9.0,59,1.736,5.69,7.147
112.5,4.0,72,2.769,10.46,4.486
86.9,4.0,59,3.172,2.97,4.005
162.8,6.0,70,2.201,8.63,6.24
122.0,4.0,39,5.039,13.03,5.263
228.7,9.0,54,2.79,1.34,8.734
86.2,3.0,57,1.836,12.06,3.097
165.2,8.0,51,1.639,0.44,6.459
223.9,9.0,51,2.47,4.62,8.464
168.4,8.0,70,4.486,1.76,6.977
137.2,6.0,21,1.876,0.9,5.417
168.9,8.0,28,3.554,2.38,7.675
103.6,5.0,46,2.836,6.05,4.163
80.5,4.0,58,6.666,8.2,5.416
89.5,3.0,46,3.24,10.6,3.777
109.8,5.0,17,1.985,22.19,3.319
139.6,7.0,74,3.786,6.4,6.528
82.3,4.0,49,3.844,4.39,4.102
95.9,4.0,39,2.274,26.24,2.554
84.5,3.0,79,1.61,2.68,3.069
148.4,6.0,39,3.46,2.16,6.471
199.6,9.0,14,2.797,6.25,8.163
76.0,2.0,88,1.374,3.44,2.065
129.6,6.0,34,3.048,0.55,6.113
155.0,7.0,80,2.041,1.49,6.023
100.5,4.0,46,1.374,8.48,3.616
66.7,3.0,21,2.32,11.06,3.496
162.2,7.0,33,4.842,5.96,7.216
65.4,4.0,81,4.682,0.11,3.79
179.4,8.0,85,4.162,2.61,7.785
83.9,3.0,12,3.068,6.43,3.948
62.4,2.0,88,3.554,2.8,3.497
91.7,3.0,76,2.842,5.14,3.59
106.9,5.0,58,1.653,2.24,3.893
114.5,5.0,16,1.809,9.16,3.699
133.3,6.0,52,2.068,2.94,4.788
118.0,6.0,38,5.107,5.6,5.926
193.4,9.0,11,4.413,2.62,8.625
105.2,4.0,88,1.672,1.21,4.685
120.2,6.0,54,2.784,0.11,4.764
116.7,5.0,8,2.268,12.96,4.431
60.1,2.0,30,2.535,9.26,2.254
71.4,3.0,75,2.136,3.65,3.024
110.0,4.0,39,5.117,25.11,4.226
125.2,7.0,44,2.695,13.26,5.201
53.0,3.0,12,2.996,7.47,3.162
196.7,8.0,9,3.007,4.42,7.874
128.7,5.0,88,1.712,5.76,5.038
107.9,4.0,85,2.854,7.87,4.455
126.7,6.0,8,4.384,3.13,6.761
90.0,4.0,49,5.274,7.54,4.889
114.9,4.0,61,1.622,1.11,4.68
121.2,6.0,79,1.372,18.8,3.261
162.9,8.0,50,2.795,5.9,6.246
102.0,5.0,78,4.478,0.79,6.078
66.0,3.0,10,3.196,20.77,2.111
79.8,4.0,1,3.692,3.88,4.146
99.2,4.0,41,1.474,0.79,3.244
68.3,2.0,23,2.101,0.34,2.826
77.0,3.0,67,1.012,20.5,1.279
80.0,3.0,30,2.549,1.87,3.442
97.0,5.0,36,1.026,4.62,3.655
128.1,6.0,48,4.952,2.82,6.621
95.4,4.0,86,5.472,1.88,4.997
131.2,5.0,6,2.896,7.78,5.071
107.9,5.0,49,1.376,2.44,4.493
77.8,4.0,35,3.219,5.86,4.368
121.9,7.0,3,6.275,7.59,7.293
115.4,5.0,73,3.367,16.39,3.726
132.4,6.0,82,4.633,0.37,6.842
141.9,8.0,15,2.185,4.73,6.504
164.8,8.0,68,1.837,1.19,5.793
129.6,6.0,63,2.633,7.65,5.462
114.1,4.0,63,1.142,10.47,3.616
132.6,7.0,41,7.53,1.78,7.82
92.3,3.0,28,2.895,5.22,4.044
90.0,4.0,6,4.015,9.93,4.523
172.9,8.0,3,2.209,2.58,7.38
89.2,4.0,15,1.357,7.36,3.652
80.7,3.0,47,5.164,6.05,4.026
129.6,7.0,12,1.639,14.77,4.305
92.6,4.0,61,3.18,6.56,4.084
141.4,6.0,55,3.318,2.7,6.622
160.3,8.0,31,2.81,2.73,5.793
84.4,3.0,7,1.91,12.29,2.772
135.0,6.0,46,2.541,18.17,4.105
88.5,5.0,74,1.773,1.84,3.166
99.9,5.0,35,3.912,24.98,4.065
120.0,4.0,72,3.516,3.31,4.988
90.1,5.0,25,2.692,2.79,3.431
116.3,5.0,7,2.105,2.03,4.831
102.7,4.0,58,7.017,4.06,6.956
142.5,6.0,79,1.513,6.14,4.359
142.6,5.0,79,1.357,28.12,3.672
90.3,4.0,86,2.62,8.0,4.091
120.9,5.0,9,2.42,1.13,5.196
150.2,7.0,3,4.454,11.13,7.345
76.6,4.0,51,3.636,1.35,3.897
102.5,5.0,85,2.755,9.67,4.5
119.1,5.0,89,3.405,2.7,5.611
